RunSeed,Seed,Algoritmo,Radius,nDevices,appPeriodSeconds,simulationTime,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,SimulationDuration
3221050455,1,1,2000,1000,600,600,1000,973,26,1,0,0,0.25
3221050455,1,1,4000,1000,600,600,1000,965,34,1,0,0,0.25
3221050455,1,1,6000,1000,600,600,999,843,55,4,97,0,0.25
3221050455,1,1,8000,1000,600,600,998,588,176,25,209,0,0.25
3221050455,1,1,10000,1000,600,600,998,412,201,17,368,0,0.25
3221050455,1,2,2000,1000,600,600,999,920,70,9,0,0,0.266667
3221050455,1,2,4000,1000,600,600,999,920,70,9,0,0,0.233333
3221050455,1,2,6000,1000,600,600,999,920,70,9,0,0,0.25
3221050455,1,2,8000,1000,600,600,999,886,68,8,37,0,0.25
3221050455,1,2,10000,1000,600,600,1000,226,1,0,773,0,0.233333
3221050455,1,3,2000,1000,600,600,1000,952,48,0,0,0,0.25
3221050455,1,3,4000,1000,600,600,1000,952,48,0,0,0,0.233333
3221050455,1,3,6000,1000,600,600,1000,454,8,0,538,0,0.25
3221050455,1,3,8000,1000,600,600,1000,255,3,0,742,0,0.266667
3221050455,1,3,10000,1000,600,600,1000,167,2,0,831,0,0.25
3221050455,1,4,2000,1000,600,600,1000,952,48,0,0,0,0.25
3221050455,1,4,4000,1000,600,600,1000,958,41,1,0,0,0.25
3221050455,1,4,6000,1000,600,600,999,920,73,6,0,0,0.266667
3221050455,1,4,8000,1000,600,600,998,706,263,29,0,0,0.25
3221050455,1,4,10000,1000,600,600,998,543,245,22,188,0,0.25
3221050455,1,5,2000,1000,600,600,1000,973,26,1,0,0,0.25
3221050455,1,5,4000,1000,600,600,1000,972,27,1,0,0,0.25
3221050455,1,5,6000,1000,600,600,998,827,80,6,85,0,0.233333
3221050455,1,5,8000,1000,600,600,998,567,239,32,160,0,0.25
3221050455,1,5,10000,1000,600,600,998,422,232,21,323,0,0.25
305523110,1,1,2000,1000,600,600,1000,970,29,1,0,0,0.233333
305523110,1,1,4000,1000,600,600,1000,971,28,1,0,0,0.233333
305523110,1,1,6000,1000,600,600,1000,874,35,3,88,0,0.25
