RunSeed,Seed,Algoritmo,Radius,nDevices,appPeriodSeconds,simulationTime,PHYTotal,PHYSuccessful,PHYInterfered,PHYNoMoreReceivers,PHYUnderSensitivity,PHYLostBecauseTX,SimulationDuration
764697355,1,2,2000,1000,600,600,999,906,85,8,0,0,0.216667
764697355,1,2,2000,2000,600,600,1996,1685,221,90,0,0,0.9
764697355,1,2,2000,3000,600,600,2997,2273,465,259,0,0,2.13333
764697355,1,2,2000,4000,600,600,3999,2637,762,600,0,0,3.81667
764697355,1,2,2000,5000,600,600,4995,2943,1068,984,0,0,6.11667
764697355,1,2,2000,6000,600,600,5994,3262,1262,1470,0,0,8.81667
764697355,1,3,2000,1000,600,600,1000,958,42,0,0,0,0.216667
764697355,1,3,2000,2000,600,600,2000,1844,153,3,0,0,0.883333
764697355,1,3,2000,3000,600,600,2999,2623,370,6,0,0,2.08333
764697355,1,3,2000,4000,600,600,4000,3335,646,19,0,0,3.85
764697355,1,3,2000,5000,600,600,4998,3927,1046,25,0,0,6.05
764697355,1,3,2000,6000,600,600,5997,4533,1426,38,0,0,8.9
764697355,1,4,2000,1000,600,600,1000,958,42,0,0,0,0.2
764697355,1,4,2000,2000,600,600,2000,1844,153,3,0,0,0.883333
764697355,1,4,2000,3000,600,600,2999,2623,370,6,0,0,2.08333
764697355,1,4,2000,4000,600,600,4000,3335,646,19,0,0,3.83333
764697355,1,4,2000,5000,600,600,4998,3927,1046,25,0,0,6.18333
764697355,1,4,2000,6000,600,600,5997,4533,1426,38,0,0,8.81667
764697355,1,5,2000,1000,600,600,999,976,23,0,0,0,0.216667
764697355,1,5,2000,2000,600,600,1999,1881,93,25,0,0,0.916667
764697355,1,5,2000,3000,600,600,2999,2709,237,53,0,0,2.11667
764697355,1,5,2000,4000,600,600,4000,3484,385,131,0,0,3.78333
764697355,1,5,2000,5000,600,600,4997,4136,633,228,0,0,6.05
764697355,1,5,2000,6000,600,600,5997,4830,811,356,0,0,8.81667
653821958,1,1,2000,1000,600,600,1000,969,31,0,0,0,0.2
653821958,1,1,2000,2000,600,600,2000,1849,138,13,0,0,0.916667
653821958,1,1,2000,3000,600,600,2999,2687,247,65,0,0,2.1
653821958,1,1,2000,4000,600,600,3999,3515,357,127,0,0,3.85
653821958,1,1,2000,5000,600,600,4999,4150,622,227,0,0,6.1
653821958,1,1,2000,6000,600,600,5994,4824,819,351,0,0,8.93333
653821958,1,2,2000,1000,600,600,1000,938,52,10,0,0,0.2
653821958,1,2,2000,2000,600,600,1999,1642,267,90,0,0,0.916667
653821958,1,2,2000,3000,600,600,2998,2211,483,304,0,0,2.1
653821958,1,2,2000,4000,600,600,3999,2678,783,538,0,0,3.83333
653821958,1,2,2000,5000,600,600,4995,2913,1069,1013,0,0,6.05
653821958,1,2,2000,6000,600,600,5994,3176,1350,1468,0,0,8.88333
